priref,artist_name,date,objectcat,lrefs_in_xml,reason
305495,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305497,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305498,"Kruseman, Cornelis",1831,oil sketch,10783267,only excluded placeholder lrefs available: 10783267
305660,"Bisschop, Christoffel",1903,watercolor (painting),10783267,only excluded placeholder lrefs available: 10783267
305740,"Browne, Samuel",1691,painting,10783267,only excluded placeholder lrefs available: 10783267
305743,"Browne, Samuel",1691,painting,10783267,only excluded placeholder lrefs available: 10783267
305867,"Bisschop, Christoffel",1876,painting,10783267,only excluded placeholder lrefs available: 10783267
305978,"Hendriks, Wybrand",1789,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
307174,Anoniem,1919,photograph,10783267,only excluded placeholder lrefs available: 10783267
307981,"Hals, Frans (I)",1640,painting,10783267,only excluded placeholder lrefs available: 10783267
307984,"Hals, Frans (I)",1648,painting,10783267,only excluded placeholder lrefs available: 10783267
308134,"Schalcken, Godefridus",1695,series,10783267,only excluded placeholder lrefs available: 10783267
308136,"Schalcken, Godefridus",1695,painting,10783267,only excluded placeholder lrefs available: 10783267
308137,"Schalcken, Godefridus",1695,painting,10783267,only excluded placeholder lrefs available: 10783267
308494,"Sluiter, Willy",1917,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
308513,"Hals, Frans (I)",1634,painting,10783267,only excluded placeholder lrefs available: 10783267
308643,Girolamo da Carpi,1500,painting,10783267,only excluded placeholder lrefs available: 10783267
309091,"Rubens, Peter Paul",1630,painting,10783267,only excluded placeholder lrefs available: 10783267
309219,"Rubens, Peter Paul",1598,painting,10783267,only excluded placeholder lrefs available: 10783267
309260,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
309261,Anoniem,1620,painting,10783267,only excluded placeholder lrefs available: 10783267
309266,"Cranendoncq, Alexander",1610,engraving (print),10783267,only excluded placeholder lrefs available: 10783267
309313,Anoniem,1524,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
309362,"Henner, Jean-Jacques",1884,painting,10876825,no image downloaded
309527,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309774,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309790,Giulio Romano,1514,painting,10783267,only excluded placeholder lrefs available: 10783267
309793,"Teniers, David (II)",1626,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
309795,Anoniem,1603,painting,10783267,only excluded placeholder lrefs available: 10783267
309796,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309802,"Rubens, Peter Paul",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309803,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309807,"Rubens, Peter Paul",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309808,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
309809,"Teniers, David (II)",1626,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
309810,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309817,"Barret, Ranelagh",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
309822,"Rubens, Peter Paul",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309823,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
309827,"Rubens, Peter Paul",1629,painting,10783267,only excluded placeholder lrefs available: 10783267
309828,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
309829,"Quellinus, Erasmus (II)",1673,painting,10783267,only excluded placeholder lrefs available: 10783267
309830,"Rubens, Peter Paul",1630,painting,10783267,only excluded placeholder lrefs available: 10783267
309831,"Etty, William",1802,painting,10783267,only excluded placeholder lrefs available: 10783267
309855,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309862,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309864,"Rubens, Peter Paul",1629,painting,10783267,only excluded placeholder lrefs available: 10783267
309869,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309870,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
309873,"Rubens, Peter Paul",1592,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
309875,"Rubens, Peter Paul",1603,painting,10783267,only excluded placeholder lrefs available: 10783267
309907,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
309908,"Rubens, Peter Paul",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
309909,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
309910,"Rubens, Peter Paul",1592,painting,10783267,only excluded placeholder lrefs available: 10783267
309930,"Jegher, Christoffel",1630,print,10783267,only excluded placeholder lrefs available: 10783267
309932,"Jegher, Christoffel",1630,print,10783267,only excluded placeholder lrefs available: 10783267
309996,"Rubens, Peter Paul",1610,painting,10783267,only excluded placeholder lrefs available: 10783267
310001,"Largillière, Nicolas de",1662,painting,10783267,only excluded placeholder lrefs available: 10783267
310048,Anoniem,1592,painting,10783267,only excluded placeholder lrefs available: 10783267
310063,Anoniem,1548,painting,10783267,only excluded placeholder lrefs available: 10783267
310065,Tiziano,1545,painting,10783267,only excluded placeholder lrefs available: 10783267
310066,Anoniem,1500,painting,10783267,only excluded placeholder lrefs available: 10783267
310068,Anoniem,1560,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
310143,Anoniem,1500,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
310144,"Boltraffio, Giovanni-Antonio",1500,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
310235,"Kruseman, Cornelis",1847,print,10783267,only excluded placeholder lrefs available: 10783267
310545,Anoniem,1500,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
310553,"Rubens, Peter Paul",1605,painting,10783267,only excluded placeholder lrefs available: 10783267
310655,"Zeelander, Abraham Lion",1848,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
310818,"Kräill, Georg Günther",1624,painting,10899591,no image downloaded
311259,"Kruseman, Jan Adam",1843,painting,10783267,only excluded placeholder lrefs available: 10783267
311261,"Kruseman, Jan Adam",1844,painting,10783267,only excluded placeholder lrefs available: 10783267
311420,Anoniem,1480,drawing (visual work),10900238,no image downloaded
311478,"Huyssen, Margareta",1686,painting,10783267,only excluded placeholder lrefs available: 10783267
311648,"Huyssen, Margareta",1688,painting,10783267,only excluded placeholder lrefs available: 10783267
311650,"Huyssen, Margareta",1706,painting,10783267,only excluded placeholder lrefs available: 10783267
311653,"Huyssen, Margareta",1706,painting,10783267,only excluded placeholder lrefs available: 10783267
311760,"Straet, Jan van der",1550,painting,10901303,no image downloaded
311767,Anoniem,1616,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
311777,Anoniem,1616,painting,10783267,only excluded placeholder lrefs available: 10783267
311778,"Berghe, Nicolaes van den",1616,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
311869,"Rubens, Peter Paul",1601,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
311871,"Rubens, Peter Paul",1613,painting,10783267,only excluded placeholder lrefs available: 10783267
311956,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311958,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311960,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311961,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
311965,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311966,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311968,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311971,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311972,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
311973,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311976,"Rubens, Peter Paul",1598,painting,10783267,only excluded placeholder lrefs available: 10783267
311977,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311978,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311979,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311980,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311981,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
311982,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311984,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311985,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311986,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311987,"Rubens, Peter Paul",1598,painting,10783267,only excluded placeholder lrefs available: 10783267
311988,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311989,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311990,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311991,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
311992,Anoniem,1598,painting,10783267,only excluded placeholder lrefs available: 10783267
311994,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311995,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311996,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311998,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
311999,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312000,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312001,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
312003,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312004,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312005,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312006,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312007,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312008,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
312011,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312013,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312014,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312015,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312016,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
312017,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
312019,"Vos, Maerten de (I)",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
