priref,lref,width,height,megapixels,soort,artist_name,date,objectcat
252740,10303773,151,200,0.03,digital color photograph,"Nieuwkerk, Michiel van",2008-04-17,photograph
252741,10303774,134,200,0.027,digital color photograph,"Nieuwkerk, Michiel van",2008-05-01,photograph
252742,10303775,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2009-07-06,photograph
252744,10303776,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2008-05-28,photograph
252745,10303777,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-04-19,photograph
252746,10303778,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2009-08-06,photograph
253003,10208443,200,149,0.03,digital black-and-white photograph,"Koster, Nico",1969-03-25,photograph
253008,10208438,200,139,0.028,digital black-and-white photograph,"Koster, Nico",1969-03-25,photograph
253011,10208440,200,166,0.033,digital black-and-white photograph,"Koster, Nico",1969-03-25,photograph
253147,10288379,200,151,0.03,black and white photograph,"Dommisse, Marianne",1973,photograph
253196,10288392,133,201,0.027,black and white photograph,"Dommisse, Marianne",1955,photograph
253198,10288391,200,150,0.03,black and white photograph,"Dommisse, Marianne",1973,photograph
253199,10288380,177,200,0.035,black and white photograph,"Dommisse, Marianne",1968,photograph
253204,10288378,151,200,0.03,black and white photograph,"Dommisse, Marianne",1970,photograph
253205,10288372,201,155,0.031,black and white photograph,"Dommisse, Marianne",1956,photograph
253207,10288375,155,201,0.031,black and white photograph,"Dommisse, Marianne",1955,photograph
253208,10288373,201,150,0.03,black and white photograph,"Dommisse, Marianne",1988,photograph
253213,10288382,200,149,0.03,black and white photograph,"Dommisse, Marianne",1959,photograph
253214,10288374,150,200,0.03,black and white photograph,"Dommisse, Marianne",1977,photograph
253228,10304083,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2008-07-21,photograph
253230,10304084,134,200,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-09-09,photograph
253231,10304085,133,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2008-07-07,photograph
253232,10304086,135,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2008-11-21,photograph
253233,10304087,134,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-11-20,photograph
253234,10304088,134,201,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-11-20,photograph
253333,10288383,201,190,0.038,black and white photograph,"Dommisse, Marianne",1977-05-10,photograph
253336,10288388,149,200,0.03,black and white photograph,"Dommisse, Marianne",1955,photograph
253342,10288376,148,200,0.03,black and white photograph,"Dommisse, Marianne",1955,photograph
253344,10288377,161,201,0.032,black and white photograph,"Dommisse, Marianne",1955,photograph
253354,10288385,153,200,0.031,black and white photograph,"Dommisse, Marianne",1959,photograph
253357,10288386,153,200,0.031,black and white photograph,"Dommisse, Marianne",1958-10-04,photograph
253360,10288387,143,201,0.029,black and white photograph,"Dommisse, Marianne",1958-10-04,photograph
253383,10288381,150,201,0.03,black and white photograph,"Dommisse, Marianne",1970,photograph
253385,10288384,200,153,0.031,black and white photograph,"Dommisse, Marianne",1970,photograph
253404,10288390,149,200,0.03,black and white photograph,"Dommisse, Marianne",1954,photograph
253407,10288389,200,150,0.03,black and white photograph,"Dommisse, Marianne",1954,photograph
253433,10288371,154,200,0.031,black and white photograph,"Dommisse, Marianne",1954,photograph
253817,10648717,183,500,0.091,BD/Digital Collection,"Grotegoed, August",1930,painting
254120,10304091,134,200,0.027,digital color photograph,"Sevink, Geert Job",2014-10-12,photograph
254123,10304092,200,134,0.027,digital color photograph,"Sevink, Geert Job",2014-10-12,photograph
254127,10304093,200,133,0.027,digital color photograph,"Sevink, Geert Job",2012-04-02,photograph
254128,10304094,201,134,0.027,digital color photograph,"Sevink, Geert Job",2014-01-10,photograph
254130,10304095,201,133,0.027,digital color photograph,"Sevink, Geert Job",2013-01-11,photograph
254622,10649446,134,200,0.027,digital color photograph,"Esch, Jan van",2014,photograph
254779,10649906,173,500,0.086,color reproduction,Meester van het Portret van Stalburg,1500,altarpiece
254780,10649913,174,501,0.087,color reproduction,Meester van het Portret van Stalburg,1500,altarpiece
254852,10304426,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254853,10304427,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254854,10304428,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254857,10304429,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254858,10304430,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254859,10304431,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254861,10304432,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-10-30,photograph
254887,10304096,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254889,10304097,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254890,10304098,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254891,10304099,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254892,10304100,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254893,10304101,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254894,10304102,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-25,photograph
254917,10304138,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254918,10304139,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254920,10304140,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254921,10304141,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254923,10304142,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254924,10304143,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254925,10304144,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-27,photograph
254962,10304124,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254964,10304125,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254965,10304126,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254966,10304127,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254967,10304128,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254968,10304129,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254969,10304130,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-02,photograph
254973,10304159,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254974,10304160,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254975,10304161,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254980,10304162,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254981,10304163,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254982,10304164,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254983,10304165,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-08-01,photograph
254992,10304243,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254993,10304244,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254994,10304245,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254995,10304246,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254996,10304247,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254997,10304248,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
254998,10304249,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-01-21,photograph
255001,10304264,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255002,10304266,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255004,10304265,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255005,10304267,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255006,10304268,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255007,10304269,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255009,10304270,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-02-03,photograph
255075,10302542,147,200,0.029,digital black-and-white photograph,"Raemakers, W.H.A.",1930,photograph
255281,10305141,134,200,0.027,digital color photograph,"Esch, Jan van",2011,photograph
255283,10305145,134,200,0.027,digital color photograph,"Esch, Jan van",2011,photograph
255284,10305148,133,200,0.027,digital color photograph,"Esch, Jan van",2010,photograph
255288,10304194,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255291,10304195,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255293,10304196,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255294,10304197,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255295,10304198,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255296,10304199,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255297,10304200,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-18,photograph
255299,10305149,134,200,0.027,digital color photograph,"Esch, Jan van",2008,photograph
255300,10305151,200,134,0.027,digital color photograph,"Esch, Jan van",2013,photograph
255302,10305152,137,201,0.028,digital color photograph,"Esch, Jan van",2008,photograph
255305,10305153,163,200,0.033,digital color photograph,"Esch, Jan van",2010,photograph
255307,10304279,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255308,10304280,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255309,10305155,144,200,0.029,digital color photograph,"Esch, Jan van",2006,photograph
255310,10304281,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255311,10304282,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255312,10305156,133,200,0.027,digital color photograph,"Esch, Jan van",2001,photograph
255313,10304283,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255314,10304284,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255315,10304285,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-14,photograph
255317,10305158,152,201,0.031,digital color photograph,"Esch, Jan van",2006,photograph
255369,10304342,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255370,10304343,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255371,10304344,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255372,10304345,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255373,10304346,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255374,10304347,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255375,10304348,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-06-17,photograph
255381,10304433,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255382,10304434,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255383,10304435,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255385,10304436,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255386,10304437,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255387,10304438,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255388,10304439,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-04-16,photograph
255392,10304482,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255393,10304483,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255394,10304484,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255396,10304485,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255397,10304486,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255398,10304487,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255399,10304488,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-05,photograph
255639,10304110,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255642,10304111,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255643,10304112,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255644,10304113,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255646,10304114,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255648,10304115,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255649,10304116,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-27,photograph
255673,10304117,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255675,10304118,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255676,10304119,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255677,10304120,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255678,10304121,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255679,10304122,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255680,10304123,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-01-25,photograph
255685,10304103,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255686,10304104,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255688,10304105,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255689,10304106,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255690,10304107,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255691,10304108,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255692,10304109,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-03-18,photograph
255730,10304131,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255731,10304132,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255733,10304133,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255736,10304135,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255740,10304136,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255741,10304137,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-12-28,photograph
255764,10304215,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255765,10304216,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255766,10304217,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255767,10304218,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255768,10304219,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255770,10304220,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255771,10304221,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-03-03,photograph
255779,10304229,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
255781,10304230,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
255782,10304231,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
255783,10304233,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
255784,10304234,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
255785,10304235,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-30,photograph
256008,10304201,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256009,10304202,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256011,10304203,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256012,10304204,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256014,10304205,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256015,10304206,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256016,10304207,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-09-19,photograph
256019,10304286,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256020,10304287,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256021,10304288,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256022,10304289,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256023,10304290,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256025,10304291,201,133,0.027,BD/Digital Collection,"Nieuwkerk, Michiel van",2011-04-22,photograph
256026,10304292,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-22,photograph
256033,10304300,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256034,10304301,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256036,10304302,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256039,10304303,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256040,10304304,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256041,10304305,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256042,10304306,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-17,photograph
256047,10304335,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256048,10304336,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256049,10304337,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256051,10304338,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256052,10304339,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256053,10304340,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256054,10304341,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-11-26,photograph
256418,10305239,190,501,0.095,digital image,"Goeree, Jan",1685,drawing (visual work)
256569,10304173,201,151,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256570,10304174,200,150,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256572,10304175,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256575,10304176,200,151,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256578,10304177,201,151,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256579,10304178,201,151,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256580,10304179,200,151,0.03,digital color photograph,"Nieuwkerk, Michiel van",2013-06-04,photograph
256593,10304398,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256594,10304399,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256595,10304400,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256596,10304401,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256599,10304402,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256600,10304403,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256601,10304404,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-02-15,photograph
256628,10304419,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256630,10304420,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256632,10304421,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256633,10304422,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256634,10304423,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256635,10304424,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
256636,10304425,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-09-30,photograph
257148,10304236,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257150,10304237,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257151,10304238,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257152,10304239,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257153,10304240,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257154,10304241,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257155,10304242,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-12,photograph
257199,10651654,216,500,0.108,digital image,Meester van Liesborn,1475,painting
257279,10651744,500,205,0.102,digital image,"Zubov, Aleksei",1715,print
257301,10305281,133,200,0.027,digital color photograph,"Broeke, René ten",2013,photograph
257305,10305285,133,200,0.027,digital color photograph,"Broeke, René ten",2013,photograph
257307,10305282,133,200,0.027,digital black-and-white photograph,"Broeke, René ten",2013,photograph
257309,10305283,133,200,0.027,digital black-and-white photograph,"Broeke, René ten",2013,photograph
257310,10305284,133,200,0.027,digital black-and-white photograph,"Broeke, René ten",2013,photograph
257319,10305287,134,200,0.027,digital color photograph,"Broeke, René ten",2013,photograph
257320,10305286,134,200,0.027,digital color photograph,"Broeke, René ten",2013,photograph
257426,10304271,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257427,10304272,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257428,10304273,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257430,10304274,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257431,10304275,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257433,10304277,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2010-08-04,photograph
257443,10304278,201,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2011-04-16,photograph
257450,10304328,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257451,10304329,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257453,10304330,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257454,10304331,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257455,10304332,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257456,10304333,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257458,10304334,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-03-20,photograph
257655,10304440,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257656,10304441,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257657,10304442,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257658,10304443,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257659,10304444,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257660,10304445,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257662,10304446,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-05-13,photograph
257671,10304384,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257672,10304385,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257673,10304386,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257676,10304387,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257677,10304388,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257678,10304389,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257679,10304390,200,134,0.027,digital color photograph,"Nieuwkerk, Michiel van",2013-06-10,photograph
257692,10304180,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257693,10304181,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257695,10304182,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257696,10304183,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257697,10304184,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257698,10304185,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257700,10304186,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-05-21,photograph
257927,10304166,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257928,10302639,200,133,0.027,digital color photograph,"Broeke, René ten",2012,photograph
257932,10304167,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257933,10304168,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257934,10304169,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257935,10304170,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257936,10304171,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257937,10304172,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-10-17,photograph
257969,10304447,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-29,photograph
257970,10304448,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-29,photograph
257971,10304449,200,133,0.027,digital color photograph,"Nieuwkerk, Michiel van",2012-08-29,photograph
